max_p,max_n,valence_p,valence_n,valence_reg,valence,valence_score,valence_score_median,valence_relative,valence_relative_bin,subject
5.0,3.0,5.0,1.6666666666666667,3.333333333333333,0,-3.333333333333333,-3.0,-0.33333333333333304,0,1002
4.0,2.0,4.0,1.3333333333333333,2.666666666666667,0,-2.666666666666667,-1.3333333333333333,-1.3333333333333337,0,DND1093
3.0,2.0,2.333333333333333,1.6666666666666667,0.6666666666666667,0,-0.6666666666666667,-1.0000000000000002,0.3333333333333335,1,1008
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-1.3333333333333337,0.3333333333333333,1,1066
4.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-2.0,0.3333333333333333,1,DND1111
4.0,4.0,3.333333333333333,2.0,1.3333333333333337,1,-1.3333333333333337,-2.333333333333333,0.9999999999999996,1,DND1115
4.0,2.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,0,-0.9999999999999998,-1.6666666666666667,0.666666666666667,1,DND1023
5.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-2.6666666666666665,0.0,1,DND1113
3.0,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333335,0,-0.3333333333333335,-0.3333333333333335,0.0,1,DND1050
4.0,4.0,3.0,2.0,1.0,1,-1.0,-1.6666666666666667,0.6666666666666667,1,1084
3.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-1.1666666666666667,-0.5,0,DND1027
5.0,2.0,3.333333333333333,1.6666666666666667,1.6666666666666667,0,-1.6666666666666667,-1.3333333333333333,-0.3333333333333335,0,DND1072
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-2.0,-0.3333333333333335,0,DND1039
1.0,3.0,1.0,2.333333333333333,-1.3333333333333337,1,1.3333333333333337,0.0,1.3333333333333337,1,1050
3.0,3.0,2.333333333333333,2.0,0.3333333333333335,1,-0.3333333333333335,-1.0000000000000002,0.6666666666666667,1,DND1052
3.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-2.333333333333333,0.6666666666666663,1,DND1018
2.0,1.0,2.0,1.0,1.0,0,-1.0,-1.0000000000000002,2.220446049250313e-16,1,1018
3.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0,-1.3333333333333333,-1.3333333333333333,0.0,1,DND1093
3.0,3.0,2.0,1.6666666666666667,0.3333333333333333,1,-0.3333333333333333,-1.0000000000000002,0.666666666666667,1,1018
4.0,1.0,3.0,1.0,2.0,0,-2.0,-2.0,0.0,1,DND1022
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-1.6666666666666667,-0.3333333333333333,0,1084
5.0,2.0,4.333333333333333,1.3333333333333333,3.0,0,-3.0,-2.6666666666666665,-0.3333333333333335,0,DND1019
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.3333333333333333,-1.0000000000000002,0,DND1092
3.0,4.0,2.0,2.333333333333333,-0.3333333333333335,1,0.3333333333333335,-2.0,2.333333333333333,1,DND1039
3.0,2.0,2.333333333333333,2.0,0.3333333333333335,0,-0.3333333333333335,-0.6666666666666666,0.33333333333333315,1,DND1073
5.0,1.0,4.0,1.0,3.0,0,-3.0,-2.333333333333333,-0.666666666666667,0,DND1031
3.0,2.0,2.0,1.3333333333333333,0.6666666666666667,0,-0.6666666666666667,-0.6666666666666667,0.0,1,DND1034
4.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-1.3333333333333337,-1.333333333333333,0,DND1037
1.0,1.0,1.0,1.0,0.0,1,0.0,-0.6666666666666667,0.6666666666666667,1,DND1034
4.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.6666666666666667,2.220446049250313e-16,1,DND1023
4.0,1.0,3.0,1.0,2.0,0,-2.0,-1.6666666666666667,-0.3333333333333333,0,DND1078
4.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.6666666666666667,2.220446049250313e-16,1,DND1078
4.0,2.0,3.6666666666666665,1.6666666666666667,2.0,0,-2.0,-1.3333333333333333,-0.6666666666666665,0,DND1062
4.0,2.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,0,-0.9999999999999998,-0.4999999999999999,-0.4999999999999999,0,DND1014
4.0,2.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,0,-0.9999999999999998,-0.6666666666666666,-0.33333333333333315,0,DND1073
5.0,4.0,3.6666666666666665,2.0,1.6666666666666663,0,-1.6666666666666663,-1.3333333333333333,-0.3333333333333333,0,DND1094
4.0,1.0,3.0,1.0,2.0,0,-2.0,-1.3333333333333333,-0.6666666666666667,0,DND1046
3.0,2.0,2.333333333333333,1.6666666666666667,0.6666666666666667,0,-0.6666666666666667,-0.9999999999999998,0.33333333333333304,1,1073
4.0,2.0,4.0,1.3333333333333333,2.666666666666667,0,-2.666666666666667,-1.3333333333333337,-1.3333333333333337,0,DND1037
4.0,3.0,3.333333333333333,1.6666666666666667,1.6666666666666667,0,-1.6666666666666667,-0.3333333333333335,-1.3333333333333333,0,DND1050
2.0,3.0,1.6666666666666667,2.333333333333333,-0.6666666666666667,1,0.6666666666666667,-0.5000000000000001,1.166666666666667,1,DND1041
2.0,3.0,1.3333333333333333,1.6666666666666667,-0.3333333333333335,1,0.3333333333333335,-0.6666666666666667,1.0000000000000002,1,DND1034
3.0,1.0,2.333333333333333,1.0,1.3333333333333337,0,-1.3333333333333337,-1.3333333333333333,-2.220446049250313e-16,0,1021
4.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0,-1.3333333333333333,-1.3333333333333333,0.0,1,1081
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-2.6666666666666665,0.6666666666666665,1,DND1019
4.0,3.0,3.6666666666666665,1.6666666666666667,2.0,0,-2.0,-2.333333333333333,0.3333333333333333,1,DND1018
4.0,2.0,3.333333333333333,2.0,1.3333333333333337,0,-1.3333333333333337,-1.6666666666666663,0.33333333333333304,1,1032
2.0,5.0,1.3333333333333333,3.333333333333333,-2.0,1,2.0,-0.6666666666666666,2.6666666666666665,1,DND1073
5.0,1.0,4.0,1.0,3.0,0,-3.0,-2.0,-1.0,0,1047
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-1.3333333333333333,0.33333333333333304,1,DND1070
2.0,4.0,1.3333333333333333,2.333333333333333,-1.0000000000000002,1,1.0000000000000002,-1.3333333333333333,2.333333333333333,1,1024
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-1.3333333333333333,0.33333333333333304,1,DND1070
5.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-1.3333333333333333,-0.6666666666666667,0,DND1040
5.0,2.0,3.333333333333333,1.6666666666666667,1.6666666666666667,0,-1.6666666666666667,-1.6666666666666667,0.0,1,DND1023
5.0,2.0,4.333333333333333,1.3333333333333333,3.0,0,-3.0,-2.333333333333333,-0.666666666666667,0,DND1018
5.0,5.0,3.0,2.333333333333333,0.6666666666666665,1,-0.6666666666666665,-1.3333333333333333,0.6666666666666667,1,DND1072
5.0,1.0,4.333333333333333,1.0,3.333333333333333,0,-3.333333333333333,-3.0,-0.33333333333333304,0,1037
5.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.6666666666666667,-0.6666666666666667,0,DND1023
3.0,2.0,2.6666666666666665,2.0,0.6666666666666665,0,-0.6666666666666665,-1.3333333333333333,0.6666666666666667,1,DND1072
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.1666666666666667,-1.1666666666666667,0,DND1027
5.0,3.0,3.6666666666666665,2.333333333333333,1.333333333333333,0,-1.333333333333333,-0.6666666666666665,-0.6666666666666665,0,DND1060
3.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.3333333333333333,-0.3333333333333333,0,1080
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-2.333333333333333,-4.440892098500626e-16,0,DND1119
2.0,2.0,2.0,1.3333333333333333,0.6666666666666667,1,-0.6666666666666667,-0.6666666666666667,0.0,1,1004
2.0,4.0,2.0,2.0,0.0,1,0.0,-1.0000000000000002,1.0000000000000002,1,DND1030
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-1.1666666666666667,0.16666666666666652,1,DND1074
4.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.6666666666666667,2.220446049250313e-16,1,DND1099
5.0,3.0,3.6666666666666665,2.0,1.6666666666666663,0,-1.6666666666666663,-1.6666666666666667,2.220446049250313e-16,1,DND1023
3.0,2.0,3.0,1.6666666666666667,1.3333333333333333,0,-1.3333333333333333,-2.0,0.6666666666666667,1,DND1111
4.0,4.0,3.0,2.0,1.0,1,-1.0,-0.6666666666666667,-0.3333333333333333,0,DND1048
3.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0,-1.3333333333333333,-1.3333333333333333,0.0,1,DND1114
3.0,1.0,2.333333333333333,1.0,1.3333333333333337,0,-1.3333333333333337,-1.8333333333333333,0.4999999999999998,1,DND1043
3.0,4.0,2.6666666666666665,2.0,0.6666666666666665,1,-0.6666666666666665,-0.6666666666666665,0.0,1,DND1060
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-2.0,-0.3333333333333335,0,DND1022
4.0,3.0,3.6666666666666665,1.6666666666666667,2.0,0,-2.0,-1.0,-0.9999999999999998,0,DND1084
3.0,2.0,2.333333333333333,1.6666666666666667,0.6666666666666667,0,-0.6666666666666667,-1.333333333333333,0.6666666666666663,1,DND1100
4.0,2.0,4.0,1.3333333333333333,2.666666666666667,0,-2.666666666666667,-2.333333333333333,-0.3333333333333339,0,DND1018
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.3333333333333333,-1.0000000000000002,0,DND1105
4.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-1.6666666666666667,0.0,1,DND1078
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-0.5000000000000001,-0.5000000000000001,0,DND1016
4.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-2.333333333333333,-0.3333333333333335,0,DND1018
5.0,5.0,3.333333333333333,2.333333333333333,1.0,1,-1.0,-1.5,0.5,1,DND1069
4.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-2.6666666666666665,0.0,1,DND1019
5.0,1.0,4.333333333333333,1.0,3.333333333333333,0,-3.333333333333333,-1.8333333333333333,-1.4999999999999998,0,DND1043
4.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0,-1.3333333333333333,-1.3333333333333333,0.0,1,DND1040
2.0,4.0,1.3333333333333333,3.0,-1.6666666666666667,1,1.6666666666666667,-0.4999999999999999,2.1666666666666665,1,DND1014
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-0.3333333333333335,-0.6666666666666667,0,DND1050
5.0,4.0,4.0,2.0,2.0,0,-2.0,-1.5,-0.5,0,DND1069
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-2.0,0.0,1,DND1111
3.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-2.333333333333333,0.6666666666666663,1,DND1119
1.0,3.0,1.0,2.6666666666666665,-1.6666666666666663,1,1.6666666666666663,0.5,1.1666666666666663,1,DND1042
4.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.3333333333333333,-0.3333333333333333,0,DND1090
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-1.6666666666666667,-0.3333333333333333,0,DND1023
3.0,3.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,1,-0.9999999999999998,-1.3333333333333337,0.3333333333333337,1,DND1011
2.0,3.0,1.6666666666666667,1.6666666666666667,0.0,1,0.0,-1.8333333333333333,1.8333333333333333,1,DND1043
4.0,4.0,2.6666666666666665,2.0,0.6666666666666665,1,-0.6666666666666665,-1.0000000000000002,0.3333333333333337,1,DND1030
2.0,3.0,1.6666666666666667,1.6666666666666667,0.0,1,0.0,-1.6666666666666667,1.6666666666666667,1,DND1099
4.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-0.9999999999999998,-0.666666666666667,0,1073
4.0,1.0,4.0,1.0,3.0,0,-3.0,-1.6666666666666663,-1.3333333333333337,0,DND1110
3.0,4.0,2.6666666666666665,2.0,0.6666666666666665,1,-0.6666666666666665,-1.0000000000000002,0.3333333333333337,1,DND1052
3.0,2.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,0,-0.9999999999999998,-1.3333333333333333,0.3333333333333335,1,DND1092
5.0,2.0,4.333333333333333,1.3333333333333333,3.0,0,-3.0,-2.1666666666666665,-0.8333333333333335,0,DND1005
4.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0,-1.3333333333333333,-1.3333333333333333,0.0,1,DND1072
5.0,3.0,4.666666666666667,1.6666666666666667,3.0,0,-3.0,-3.0,0.0,1,DND1080
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-2.333333333333333,0.33333333333333304,1,DND1031
3.0,1.0,3.0,1.0,2.0,0,-2.0,-1.6666666666666663,-0.3333333333333335,0,1032
2.0,2.0,1.3333333333333333,1.3333333333333333,0.0,1,0.0,-1.3333333333333337,1.3333333333333337,1,1066
4.0,2.0,3.333333333333333,1.6666666666666667,1.6666666666666667,0,-1.6666666666666667,-1.6666666666666667,0.0,1,DND1078
5.0,4.0,4.0,2.0,2.0,0,-2.0,-1.3333333333333333,-0.6666666666666667,0,DND1062
4.0,4.0,3.0,2.6666666666666665,0.3333333333333335,1,-0.3333333333333335,-1.3333333333333333,0.9999999999999998,1,DND1094
5.0,4.0,4.0,2.0,2.0,0,-2.0,-3.0,1.0,1,DND1080
3.0,2.0,2.333333333333333,2.0,0.3333333333333335,0,-0.3333333333333335,-1.5,1.1666666666666663,1,DND1032
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-2.333333333333333,0.33333333333333304,1,1020
4.0,1.0,3.0,1.0,2.0,0,-2.0,-1.1666666666666667,-0.8333333333333333,0,DND1074
4.0,4.0,3.0,2.0,1.0,1,-1.0,-2.0,0.9999999999999998,1,DND1065
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.5,-0.8333333333333335,0,DND1032
5.0,1.0,4.0,1.0,3.0,0,-3.0,-2.0,-1.0,0,DND1097
4.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-1.6666666666666667,0.0,1,DND1013
3.0,2.0,2.333333333333333,1.3333333333333333,1.0000000000000002,0,-1.0000000000000002,-0.6666666666666667,-0.3333333333333335,0,DND1034
2.0,2.0,2.0,1.3333333333333333,0.6666666666666667,1,-0.6666666666666667,-0.5000000000000001,-0.16666666666666666,0,DND1041
4.0,3.0,2.6666666666666665,1.6666666666666667,0.9999999999999998,0,-0.9999999999999998,-1.3333333333333333,0.3333333333333335,1,DND1072
4.0,2.0,3.333333333333333,1.3333333333333333,2.0,0,-2.0,-2.0,0.0,1,DND1022
3.0,2.0,3.0,2.0,1.0,0,-1.0,-1.1666666666666667,0.16666666666666674,1,DND1027
3.0,3.0,2.333333333333333,1.6666666666666667,0.6666666666666667,1,-0.6666666666666667,-1.3333333333333337,0.6666666666666667,1,DND1011
2.0,1.0,2.0,1.0,1.0,0,-1.0,-0.6666666666666667,-0.3333333333333333,0,1004
2.0,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333335,1,-0.3333333333333335,-1.3333333333333333,0.9999999999999998,1,DND1093
5.0,2.0,3.6666666666666665,1.3333333333333333,2.333333333333333,0,-2.333333333333333,-1.5,-0.833333333333333,0,DND1069
4.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-1.3333333333333333,-1.3333333333333333,0,1024
2.0,3.0,1.6666666666666667,2.0,-0.3333333333333333,1,0.3333333333333333,-0.9999999999999998,1.333333333333333,1,1073
4.0,2.0,4.0,1.3333333333333333,2.666666666666667,0,-2.666666666666667,-1.1666666666666667,-1.5000000000000002,0,DND1027
4.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-2.0,-0.6666666666666665,0,1047
3.0,2.0,2.333333333333333,1.6666666666666667,0.6666666666666667,0,-0.6666666666666667,-1.5,0.8333333333333333,1,DND1032
5.0,1.0,4.0,1.0,3.0,0,-3.0,-2.6666666666666665,-0.3333333333333335,0,DND1113
3.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.0000000000000002,-0.6666666666666663,0,DND1052
3.0,1.0,2.6666666666666665,1.0,1.6666666666666663,0,-1.6666666666666663,-1.0000000000000002,-0.6666666666666663,0,1019
2.0,3.0,1.3333333333333333,2.333333333333333,-1.0000000000000002,1,1.0000000000000002,1.0000000000000002,0.0,1,DND1044
2.0,1.0,1.6666666666666667,1.0,0.6666666666666667,0,-0.6666666666666667,-0.3333333333333335,-0.3333333333333333,0,1045
4.0,2.0,3.0,1.3333333333333333,1.6666666666666667,0,-1.6666666666666667,-1.3333333333333333,-0.3333333333333335,0,DND1114
4.0,1.0,3.333333333333333,1.0,2.333333333333333,0,-2.333333333333333,-1.6666666666666667,-0.6666666666666667,0,1084
4.0,1.0,3.0,1.0,2.0,0,-2.0,-2.0,0.0,1,DND1039
2.0,3.0,1.3333333333333333,2.6666666666666665,-1.3333333333333333,1,1.3333333333333333,1.0000000000000002,0.33333333333333304,1,DND1044
5.0,1.0,3.6666666666666665,1.0,2.6666666666666665,0,-2.6666666666666665,-2.833333333333333,0.16666666666666652,1,1030
3.0,3.0,2.333333333333333,2.6666666666666665,-0.33333333333333304,1,0.33333333333333304,-1.6666666666666663,2.0,1,DND1110
